"gene"	"length"	"logfc"	"logcpm"	"F"	"p"	"fdr"	"gene2"	"Bmem_A"	"Bmem_B"	"Bmem_C"	"GCB_A"	"GCB_B"	"GCB_C"
"Ciita"	9775	-0.218016722505746	7.95940315335289	0.536734672995099	0.483815819062495	0.803885410357001	"Ciita"	8.35537354680389	7.25677899450803	7.79936716527343	8.22486725264159	8.12845281888863	7.72146377614642
"Cilk1"	7126	-0.074850332553497	1.98989709733761	0.0078568326404418	0.931455153492252	0.985019966784506	"Cilk1"	2.46814125221706	1.76882112643652	1.42432815142069	1.26137096233499	2.21281942246372	2.37556265579155
"Cinp"	2179	-0.937683336951317	5.9656489731863	7.98801709849115	0.0213150029931625	0.156058478105754	"Cinp"	5.20402357790217	5.28257287945656	5.72928913712351	6.52986154471746	6.01785056895846	6.47423138714997
"Cip2a"	4012	-4.02364503168257	4.36829321306787	15.0135489928998	0.00432619220891322	0.0580774791862597	"Cip2a"	-0.406403106912337	0.567030574451408	3.85552753061328	5.02468274630422	5.30484608834625	5.13091662714348
"Cipc"	5899	0.305227158506042	4.80307428157282	0.43518584895421	0.527202412668651	0.830024029577378	"Cipc"	4.9112619356763	5.33515100429129	4.53297225615499	4.68142843429842	4.59821921276356	4.5885793410221
"Cir1"	1945	-0.122159387556428	4.71780576883553	0.0682926955782791	0.800160429932901	0.949700539077816	"Cir1"	4.84617195993906	4.24324313109493	4.83069510596225	4.9300003135686	4.68700447889751	4.66861101570645
"Cirbp"	2139	2.18096654474836	7.77404345271974	59.2235739574012	4.53049971991418e-05	0.00304974165356328	"Cirbp"	8.81939340943868	7.8716003058463	8.6108774422076	6.75676466522715	6.01337871459013	5.99167759199965
"Cisd1"	965	-1.65103517663582	7.02972203872659	37.394784122093	0.000237878765889254	0.00916908591039975	"Cisd1"	6.42475586052623	5.7017262139239	5.75426693776216	7.86176179999193	7.34925689714784	7.61691449751382
"Cisd2"	2869	-0.278385604175374	5.84072033551842	0.377435609916929	0.555321534950707	0.84522205581235	"Cisd2"	6.13571178395375	4.22478291931819	6.32348635084592	5.970557992799	5.71600482703474	5.89239639811342
"Cisd3"	1218	-0.0804786442395369	5.96788675325288	0.0538285393432442	0.82210770247058	0.954562453007087	"Cisd3"	6.51860574133331	5.07667476340944	5.97509367235418	6.29255585278026	5.73966054096272	5.78876249505066
"Cit"	13238	-3.44306142678966	6.27469814509458	89.8628636625248	9.32862841136888e-06	0.00127421818562669	"Cit"	3.69677243769842	3.36038334932597	4.00680360881643	7.52008217188024	7.01162272873196	6.81336271155594
"Cited2"	2615	-0.439095747376352	5.06568395460722	0.87842789572953	0.374908068429467	0.725726694377294	"Cited2"	4.82943003294571	4.53307432986095	4.85188878521824	6.06888304331132	4.84298890756089	4.61575285857336
"Ciz1"	3694	0.00776929719473132	6.20900278357338	0.000626064989465505	0.980624800463701	0.996346523992475	"Ciz1"	6.19964270177814	6.18972009765006	6.20988750457499	6.13050288283213	6.55060701291658	5.89517148451103
"Ckap2"	2895	-2.97607796288435	4.72442052549218	18.6466529746426	0.00230100308064899	0.0388163217525786	"Ckap2"	0.912903062282249	3.59407383371991	3.04312213400915	5.5323130953245	5.5344172770679	5.45060711162429
"Ckap2l"	3274	-5.49502502332965	5.40016326332319	78.3398198939673	1.57965992550979e-05	0.00165162134254921	"Ckap2l"	-0.0685152776128616	2.1279287758201	0.81346100936747	6.46755363428349	6.32981703246861	6.27130919386681
"Ckap4"	2915	3.51169872035849	3.38984313025726	17.7673290628466	0.00265783817183396	0.0424921877721954	"Ckap4"	4.26846136626418	4.48734452869293	3.94503029491015	1.54308824935949	-0.164152078197703	1.07136624323855
"Ckap5"	17608	-1.72032195374276	6.21215196403447	8.32106382528267	0.0194473783358846	0.147257893330226	"Ckap5"	3.6287323261527	6.88143433127671	4.28129937852106	6.18162906718	6.69628466288351	6.89465283910395
"Ckb"	1478	-1.06628288102254	2.32972232314846	1.39288609752499	0.270398666963852	0.632563728957353	"Ckb"	2.77836614500178	2.2052925644151	-0.594006618212077	2.94139398223042	2.5783867525193	2.09573232540621
"Cklf"	4919	1.38192459293314	5.76424410779137	14.2083583418395	0.00504689108884488	0.0641415634407937	"Cklf"	6.73181295328766	5.71170327528337	6.30976612515255	4.90808842292006	4.84298890756089	4.87387278914348
"Ckmt1"	1796	0.313725743214124	1.96306902057811	0.178842775546245	0.683035455018792	0.903563891094525	"Ckmt1"	1.65255679461609	1.48840729845465	2.85440110358603	1.39340874180946	1.35816642844721	2.34341147243219
"Cks1b"	757	-4.60286970147393	7.83497538949086	151.92939999503	1.18678453057725e-06	0.000478235573881511	"Cks1b"	3.66692782080372	4.5103906116401	4.31221114547718	9.02483541435208	8.44911554134697	8.79486116526101
"Cks2"	694	-3.15244808467254	7.10291030796685	127.735449144032	2.36157620356852e-06	0.000593303850142955	"Cks2"	5.00965842187139	4.59906095247331	4.78735021174975	8.02495249984336	7.81651424078206	7.99289435257181
"Clasp1"	9900	-0.52057000288082	5.18511594953016	1.62167718002934	0.237113287835453	0.596450356974253	"Clasp1"	4.33639564480274	5.13715172246244	5.16802730694401	5.27204635123221	5.53649653522714	5.38893982103839
"Clasp2"	15828	-0.344302670114795	5.1570359909811	0.261527114394091	0.622299927070069	0.879249081855236	"Clasp2"	3.43870329178073	5.82327327331332	4.53821145541789	3.92656036534639	4.39778982723507	6.44990123967144
"Clasrp"	4750	-0.0723255054745275	6.38879355398602	0.0503416920672671	0.827855126793795	0.956247436688169	"Clasrp"	7.03608950663224	6.22729819549615	5.59495807065105	6.59902320180225	6.25602788137937	6.22573798593603
"Clca1"	3413	0.120650925986237	3.07109209644106	0.0171867676498105	0.898796817634837	0.975331463733476	"Clca1"	1.31044522248823	3.73117807148182	2.90394574640446	1.26137096233499	1.88751196069226	4.42154377254794
"Clca3a1"	5332	-0.067529959380987	2.07702230848982	0.00834019088427574	0.929384514058409	0.984403024697968	"Clca3a1"	0.633169995765945	2.16712918222824	2.61755950207662	0.563867015380882	2.19186517296425	2.85758717003695
"Clca4b"	2997	-0.0953105265288087	2.9078494195961	0.0127729708912373	0.91268285417037	0.979444764792556	"Clca4b"	0.807425744641094	4.32350998463088	1.71081996976804	0.722938279576538	3.24011323970812	3.20042459384228
"Clcc1"	3882	-0.182101840382419	5.57859091035574	0.238481117565642	0.637853503036164	0.884543222222776	"Clcc1"	6.11927637668146	5.38588013984258	4.78294322762034	5.80553655215087	5.65606736571408	5.37310214638756
"Clcf1"	2092	0.820252492859598	4.41821431569415	2.14318224285762	0.179755234200531	0.52283985734283	"Clcf1"	5.40270620266366	3.85637613080574	4.7696409231126	4.06171568282354	3.8871671519261	3.65802378640403
"Clcn3"	10847	-1.23839805695342	6.17787497253455	15.4278291060438	0.00400525577007222	0.0547655428086615	"Clcn3"	5.67049832054085	5.59077641470631	5.00352749884647	6.66746811178442	6.70832377620689	6.59862138193334
"Clcn4"	6158	-0.277348578843122	6.75642489239554	0.817029223901616	0.39134484193252	0.739434673804543	"Clcn4"	7.13954183276515	6.06555252020941	6.52164632210394	6.95412076690417	6.94430747406179	6.6667896827945
"Clcn5"	9521	-0.232421957086871	3.25150555321549	0.0945754613667722	0.765959236211093	0.934954059886679	"Clcn5"	2.39720474668516	3.71803931908057	2.80309431767407	2.28305320183495	3.19869855526733	4.16062377331949
"Clcn6"	5181	-1.88449473435357	3.07347761148887	5.42427924882218	0.0468978114890898	0.252219155137616	"Clcn6"	1.42185474526492	2.73516596720292	1.33081382896355	3.51285925233809	3.38561962600942	4.07510518335344
"Clcn7"	4241	-0.372192673613235	5.45530649093349	0.453168238658634	0.519001873717941	0.825195987686535	"Clcn7"	5.61296450413457	3.88016284736903	5.88338287067889	5.58850154923181	5.79281421622886	5.20435813126265
"Cldnd1"	2213	-0.0166340175138527	5.77629840965251	0.00253836214395461	0.961000561750048	0.990426848088889	"Cldnd1"	5.8882185660285	5.54686709960567	5.85217096535285	5.89180175497588	5.66559830605227	5.77978068986792
"Clec11a"	1956	-0.0851870416384487	1.97914099674018	0.0102638539469853	0.921691010686298	0.981997033649793	"Clec11a"	3.1241911917192	0.444750306610639	1.46890628688265	2.21329030760891	1.77929488960224	1.3555226003118
"Clec12a"	2222	-0.773860667640575	6.26468036849746	2.36031508822367	0.161383100457261	0.497736272993472	"Clec12a"	4.09441141362937	6.949063692113	5.91191707474959	6.26480544377013	6.4603993124624	6.57977073476072
"Clec16a"	22916	-0.661944131143732	5.7267059661674	3.39271555206919	0.101129100764947	0.390338907726212	"Clec16a"	4.95513835410963	5.33515100429129	5.74523405723152	6.02756148249289	6.03412978939678	5.95224819746105
"Clec2i"	2407	1.84764518988121	5.03265757782806	12.0550710447812	0.00786036571320946	0.0842714794783816	"Clec2i"	5.16985157033292	5.5244009031901	6.16825396315058	4.13900345197016	3.98176224196157	3.18236223995047
"Clhc1"	2276	-1.12943416402563	2.05247236905716	0.955432072677103	0.355766901245881	0.710071527093918	"Clhc1"	2.85976739522639	0.163876356604986	0.668094514743057	1.26137096233499	2.56214933529654	2.71409338441771
"Clic1"	1159	-0.416614228696532	9.90773071244712	1.73071102395571	0.223242055264795	0.581843733886699	"Clic1"	10.3160962239928	9.08290831787382	9.51101698736733	10.306950516001	9.99447578910736	9.86051727730715
"Clic4"	4065	0.651531351608582	6.92543725561092	4.71500804199247	0.0602351942226919	0.291219569594176	"Clic4"	7.88736825071436	6.7744404037616	6.79218503961714	6.64197284801528	6.39772931174234	6.45930760892271
"Clint1"	3487	-0.0742495878234383	5.52150889612302	0.0368791116743003	0.85229304158538	0.964227841295512	"Clint1"	5.81015926477296	5.85962234459277	4.60464423597806	5.73882699197934	5.48789863464715	5.27849876257869
"Clip1"	9741	-0.964449681682806	4.91577168052739	4.1080379954585	0.075702608896794	0.332727274154637	"Clip1"	3.96549677694114	4.47177337308363	4.44644924145343	5.09909871000566	4.72396542073416	5.92806271346212
"Clip2"	7725	-1.91789024110506	3.23150771092662	6.16115729949545	0.0367597636902485	0.217940630155122	"Clip2"	2.32259914840812	0.784300043748054	2.71330739704428	3.77136637375393	3.75769122110999	3.98419610089143
"Clip4"	5597	-0.48381147259012	3.22602163620475	0.260612948617127	0.622899862773748	0.879310828952453	"Clip4"	1.31044522248823	3.2368579703491	2.57740724886122	1.59886658681824	2.03598951501917	4.97701514987118
"Clk1"	3088	0.604581915626819	8.03054697215213	5.33158749317283	0.0484118852576903	0.256924486492058	"Clk1"	8.22735179661332	8.16759097956604	8.49272656891336	7.67813383128784	7.81308776715881	7.58289459802812
"Clk2"	2320	-0.277565344102213	4.44553450300798	0.257420844899222	0.625005374232215	0.879310828952453	"Clk2"	4.16550320716726	3.85637613080574	4.7607040869862	4.97020911671558	4.37473211143721	4.25005306566027
"Clk3"	4868	0.358407506845664	6.72289258044863	1.70518892847218	0.226386350009148	0.584478723876288	"Clk3"	7.25750520672261	6.52571104106686	6.82470723832831	6.70687009129264	6.47673372084423	6.35230211772116
"Clk4"	4358	0.411569981200725	7.27417964221503	2.19767802533542	0.174891641534592	0.516055055526462	"Clk4"	7.86330828391956	7.173802690029	7.29756346333751	7.03911521372289	7.15588088274529	6.90707953807603
"Clmp"	4945	1.09566691949005	3.25930715862001	2.1071430639422	0.183071767358006	0.52714627404007	"Clmp"	3.02180341924853	4.16794124397089	3.66751091246344	2.26592618315097	2.0122803200621	3.32089963599914
"Cln3"	4037	0.476451305647863	5.65293889130997	1.62599542853857	0.236541532973088	0.595864427466138	"Cln3"	6.53315368941573	5.13220768506438	5.73157780062537	5.53052145265028	5.14505603091207	5.29959894017696
"Cln5"	2447	0.570844334513112	4.61745745825553	1.1974412419399	0.304348584353578	0.667375348078319	"Cln5"	5.34733249262841	4.39954543928673	4.74719416832591	4.18528680248388	4.58220471606424	4.03540660491456
"Cln6"	2142	-0.776502194297618	2.84549351570722	0.731768448828443	0.416145573597519	0.756525658992569	"Cln6"	3.68936896369502	0.163876356604986	2.4718473569137	3.34360198010086	2.76019135259114	2.68872625355711
"Clnk"	6778	0.239388764472963	1.94892245640632	0.0674948602620253	0.801302041025401	0.949814912527753	"Clnk"	0.807425744641094	2.99687229890169	1.17809060044888	-0.240574787417964	2.0122803200621	2.71409338441771
"Clns1a"	3395	-0.0121876957020791	7.61999279156268	0.00238174359526472	0.96222175763293	0.990723221813799	"Clns1a"	7.80968850923695	7.54787362750661	7.46784321103046	7.71053970011559	7.48787020926617	7.66404737224759
"Clock"	10151	-0.302221072984288	4.05253206841309	0.23082328978952	0.643231323476131	0.8869618172143	"Clock"	3.43870329178073	3.41024798443851	4.56412580094162	3.5416083077636	4.65673843913357	4.13267706665479
"Clp1"	1849	-0.0660191679609865	5.921747063419	0.0291648443449732	0.8684589901147	0.968493213191569	"Clp1"	6.59190809336558	5.59437590725241	5.31872324775171	5.82320718635605	5.91771423398167	5.95224819746105
"Clpb"	7717	-0.59214391707473	5.25852088730842	1.66313087704162	0.231702686210239	0.590869148503146	"Clpb"	5.59524723000667	4.44809691726972	4.63430332327886	5.23951452532909	5.50286335468688	5.68674618102892
"Clpp"	1207	-0.0105357833784078	7.14609199067796	0.00134437721390145	0.971611735148464	0.99304426003382	"Clpp"	7.64914187839549	6.42823478496184	7.19514869288356	7.37387279656166	6.98141366712398	6.95574283874094
"Clptm1"	4329	0.0744592358675095	6.93535318460361	0.0737175210008752	0.792581771110486	0.947153056803995	"Clptm1"	7.41448308617779	6.53884692175312	6.87939853740552	7.07151238413353	6.82264057374598	6.71784273699556
"Clptm1l"	2378	0.333015746339243	6.65581168214082	1.49916566804564	0.254170951608937	0.616299637464222	"Clptm1l"	7.17310426330324	6.60635969083892	6.5478572306719	6.931217542143	6.06182289499742	6.33605478741009
"Clpx"	2961	0.00272342949796015	5.74188014923627	4.6721058126208e-05	0.994706538544096	0.998919406281781	"Clpx"	6.14656561597227	5.747706626555	5.23408635239217	5.5798650722058	5.54684811176626	6.00715248359987
"Clspn"	5870	-3.77023026887882	4.77765579830515	26.1556805082533	0.000796086122060301	0.0205734503804147	"Clspn"	2.1819677411424	3.34337130777195	-0.00086655084681143	5.53410251576716	5.83058546297993	5.50974616337429
"Clstn1"	4940	-0.562292401580252	2.81378715220226	0.541445044922107	0.481961543084548	0.802894559035231	"Clstn1"	1.71222056296265	2.00350047763789	3.46233332613113	3.15181495727486	2.38885449676252	3.28749240275314
"Clta"	1878	-0.957289639291871	7.84249787753309	12.8398902813785	0.00665074468868763	0.0757033390171087	"Clta"	7.42008499239951	7.00692772927354	7.40685640524725	8.34415879440446	8.3104899245446	8.05004142706194
"Cltb"	2284	-0.843650662188543	5.36426649809445	4.86214318209046	0.0571075272325642	0.282505555778813	"Cltb"	4.78843848989426	4.62744666374229	5.21130815515944	5.70586710707638	5.71783833209495	5.72468290627569
"Cltc"	6788	0.0462663885026186	7.54516447347585	0.0165578450397806	0.900654145326095	0.975555345862982	"Cltc"	6.67203188116748	7.74858238993305	8.08809346375859	7.62245205178725	7.42752860820556	7.34280534383788
"Cluap1"	6781	0.0461007636772432	5.29418697709301	0.0124016544269257	0.913955445561982	0.97951725362979	"Cluap1"	5.47337922586129	5.45085812021711	4.96902682961285	5.00675243854871	5.20118340450888	5.55607327609724
"Cluh"	6109	-0.608087346834598	5.08373211853959	1.88925180526509	0.2049918895786	0.558054910417988	"Cluh"	4.62730828484617	4.72917998223807	4.79612399857128	5.74037788351665	5.43982991281294	4.78090371510937
"Clybl"	5504	1.1187077118825	5.00145512387032	5.10002790651495	0.0524739008544165	0.269458826261128	"Clybl"	5.86868648667594	5.20464605839546	5.15444461345815	3.89348677784348	4.15415999128773	4.8397075943067
"Cmah"	10013	2.99353087690441	5.83876118377245	58.4370536486738	4.76088943113196e-05	0.00317202964598763	"Cmah"	6.92700449890895	6.36009307943954	6.65060443080941	3.83080951301085	3.98176224196157	3.18236223995047
"Cmas"	2018	-0.149998917534022	5.57076086387595	0.168885371940108	0.691434190123152	0.907612205713998	"Cmas"	5.71127776540402	5.67477839154316	4.91366344480853	6.2076500427535	5.4264374483344	5.11195685489892
"Cmc1"	1949	1.01950033167849	3.91067644388246	2.75683260787276	0.133779515778404	0.451284699808943	"Cmc1"	4.59201053554157	3.71803931908057	4.55898003692111	3.46863209425641	3.27041225836297	3.10776276204717
"Cmc2"	2827	-1.64563189127416	5.57029645877686	16.5100222958343	0.0032963665992878	0.0487661216460359	"Cmc2"	5.3729762003066	4.05753232951568	4.02184232474066	6.308326201827	6.17158635863808	5.88961596342761
"Cmc4"	1011	-0.182408713764636	3.08032089887268	0.0628148370336541	0.808149458046484	0.951658589605925	"Cmc4"	3.43870329178073	2.27871805291503	3.08668250575099	2.82927143399478	2.97166122311135	3.53531119447431
"Cmip"	5374	-0.731020649733018	4.20395593460453	1.15334490256657	0.312858722282336	0.675404229521281	"Cmip"	3.62097036292457	3.16121315790829	4.38380410569282	4.73219525550494	4.84634517704109	3.69671321775225
"Cmpk1"	1880	-1.24020143220724	7.55460105587356	17.8479839359255	0.00262236785190588	0.042020607412829	"Cmpk1"	6.69161795210764	6.32585902725512	7.34093052185569	8.14573694633119	7.941818692501	7.98379777840573
"Cmss1"	1973	-1.11533629259099	3.88084658820853	3.23454485536246	0.108184115279071	0.403617692352494	"Cmss1"	3.54096354979246	2.68202723460815	3.38302315435423	4.4733549954118	4.36540484108009	4.08486146076573
"Cmtm3"	2644	0.418235846820863	3.89025326741495	0.390819472941833	0.548544843667852	0.840867008668883	"Cmtm3"	4.89526267784481	3.74419824716975	3.29909808805716	3.53447457391945	3.33872937759124	3.83030822892941
"Cmtm6"	3397	0.54474839299724	6.19051567075101	3.36646035182765	0.102258079611988	0.3931284061043	"Cmtm6"	6.31598475553836	6.60100185281901	6.38001935044325	5.85934018539453	6.02970818831215	5.77677428542676
"Cmtm7"	1137	0.197381999553949	8.14633955969605	0.535331446534935	0.484370672872551	0.804327084180169	"Cmtm7"	8.72025689296267	7.67824577294389	8.21087308237121	8.24576533857171	7.88624438112075	7.88813859900671
"Cmtr2"	4438	-0.154835207388927	3.06872046759126	0.0452099438606934	0.836710340867406	0.959152431000044	"Cmtr2"	3.31907524641011	3.19953129279379	2.33404999581823	3.25089306493963	2.80227546733482	3.27049414198914
"Cnbd2"	6056	-0.200974874360614	4.58973290161883	0.124091938658549	0.733351677197417	0.923677927372877	"Cnbd2"	4.28819976246462	3.99354675499742	4.53297225615499	4.1248238676466	3.47506173493198	5.8443844119639
"Cnbp"	2178	0.045921771159641	10.0270731081745	0.0223652974248458	0.884663550974967	0.972393716663258	"Cnbp"	10.3692599536907	9.58839132735195	10.1221172181702	10.2045605931133	9.94181350450954	9.79739000025259
"Cndp2"	3505	0.000305063125975408	6.44944899046201	5.80658950565919e-07	0.999409869961196	0.999755438100035	"Cndp2"	6.8781862784076	5.81404108323932	6.54525746527791	6.47874651208664	6.50991655701128	6.26058875059274
"Cnep1r1"	3096	-0.215443097482009	4.15466478049499	0.137305851564473	0.720184972723594	0.918289866077698	"Cnep1r1"	4.57604109905257	4.16794124397089	3.23601436429603	4.23893540092812	4.2686573319331	4.12323988677086
"Cngb3"	4708	0.280612685123239	2.54982838523999	0.0717312246138366	0.79532062019462	0.948064567380209	"Cngb3"	0.205061702126203	2.24247237901238	4.10186473254554	1.07727329148492	2.86979747404183	1.4186038229254
"Cnih1"	1532	-0.302814771635469	6.16694059385738	0.93171472892559	0.36149882752004	0.715459528029887	"Cnih1"	6.12340281505943	5.66454175780605	6.20330634956119	6.42671730100849	6.30441790118757	6.16724605381742
"Cnih3"	4920	-0.684047560142493	3.01522408869068	0.600155693288974	0.459860374277164	0.787652252946849	"Cnih3"	1.42185474526492	-0.000143509058216408	3.23601436429603	0.506691456696839	1.02064598526111	5.01323004514872
"Cnih4"	4327	0.123074584960484	5.73957701130924	0.118430584946661	0.739237135781275	0.924807875402638	"Cnih4"	6.41131834172975	5.49774036823133	5.32176456182533	5.91120920764401	5.2727767086969	5.68353929336512
"Cnn2"	1782	-0.0570907272624715	9.93991952164865	0.0273400980398097	0.872597388947642	0.9692258527197	"Cnn2"	10.6282664357277	9.22609875727999	9.67814763144778	10.0754996650816	9.96978007699406	9.66280167685313
"Cnn3"	2003	5.14566333173794	5.47699349012575	143.966160886014	1.47029441064587e-06	0.000478235573881511	"Cnn3"	6.52901208057581	6.4140469919177	6.35648541641076	1.42461279241799	1.39530255916707	1.2895565602782
"Cnnm2"	10515	-0.0622421939804976	2.17902105137156	0.00711643405667434	0.934755760536858	0.986401009938917	"Cnnm2"	1.49161810890989	2.08763340850059	2.57740724886122	1.22638296994251	2.35154984694101	2.76352752412369
"Cnnm3"	5292	0.00271337420149656	2.76223942875614	1.4186835544759e-05	0.99708305108171	0.999356090736524	"Cnnm3"	2.51914456829782	2.9749481955363	2.76784722569166	2.73284384116149	2.52911574512537	2.98809100713639
"Cnnm4"	4582	0.549586665790989	5.62806976725519	1.86188434260385	0.207992695728833	0.561565636661807	"Cnnm4"	6.26833316843346	6.03673984878553	5.13036277784686	5.69150762327731	4.80898964957339	5.2954035205604
"Cnot1"	9617	-0.616117623465016	6.23934389892457	3.95787159462794	0.0802913825584816	0.345036810733367	"Cnot1"	5.40270620266366	6.05252714135471	6.17162921946012	6.36471925084399	6.32381005424549	6.78222016912251
"Cnot10"	4133	0.156978834798895	6.43204407487348	0.253839340174857	0.627387714155586	0.880294978603265	"Cnot10"	6.75149815452935	6.40177397750912	6.31435404691225	6.23651076619476	6.07189309145912	6.69413638687364
"Cnot11"	3271	-0.9524352302007	5.10403507290115	2.53863020406275	0.148120394318804	0.475994935511934	"Cnot11"	5.14300335105117	5.35225968097132	2.61755950207662	5.49605054217985	5.39698677980037	5.19987595548506
"Cnot2"	5881	-0.502064733978833	7.01310576977264	3.71233945448248	0.0885917917589392	0.363275406078845	"Cnot2"	6.81495725787758	6.7600899550752	6.64211344014639	7.21729595269664	7.17935784205827	7.32542171421835
"Cnot3"	10402	-0.540614422053242	4.83247645218108	1.46496753206231	0.259238875807194	0.621122572161344	"Cnot3"	4.61953863555471	4.96432744595351	3.83012222411297	4.93813222567806	5.55712594284619	4.53264690038002
"Cnot4"	23137	-0.345408883311186	6.35304494570858	0.634026191452035	0.447895080898395	0.782004112002239	"Cnot4"	4.40579878109705	7.41577183718064	5.80730781946086	5.29333371329273	6.49822916819538	6.82213848650659
"Cnot6"	6315	-1.47809615879947	5.98694939124615	15.9227666118767	0.00365968233456075	0.0516482293337893	"Cnot6"	4.99171302205608	5.60868473749487	4.54863311808811	6.66746811178442	6.38046993704029	6.51629682905072
"Cnot6l"	9684	-0.60049077345865	5.72122325569945	3.19138235172237	0.110219380521651	0.407536521566127	"Cnot6l"	5.07361199105543	5.71831652282234	5.31567550880343	5.77105066195938	6.29952885900176	5.83285141867954
"Cnot7"	5087	0.204845718881931	5.24338958483897	0.263430731535306	0.6210549561857	0.878948011123289	"Cnot7"	5.00370138969227	5.49774036823133	5.48530695663384	5.14665895480814	5.3024043636837	4.92364984429564
"Cnot8"	4118	0.481161483964699	7.00250856959169	3.08924072708087	0.115237574587412	0.417209839647528	"Cnot8"	7.62509133541843	6.77126372829823	7.19431925549415	6.79383188965798	6.58114459189786	6.774705129732
"Cnot9"	3293	-1.01404670937611	7.45309087285419	13.4344508252986	0.00588578225670824	0.0703543505264471	"Cnot9"	7.45815641501649	6.57391006863478	6.42596592407198	8.11378577404909	7.51237425916189	7.87414107790845
"Cnp"	2678	0.0693437588253949	9.46336215509303	0.046587284738803	0.834283823322594	0.958929210480388	"Cnp"	10.0065526859302	8.76052416075225	9.57039777825332	9.59996829380159	9.35970892858639	9.17935810601123
"Cnppd1"	2787	0.486881848978159	6.70822791139723	1.93302264934089	0.200313759094881	0.55226617219398	"Cnppd1"	6.89115173243492	6.3579770864412	7.41542322389564	6.54413926766588	6.56187931838305	6.08941879631125
"Cnpy2"	1414	-0.077327532994109	6.22404628950796	0.0675310088657742	0.801250160087138	0.949814912527753	"Cnpy2"	6.56586537613037	5.95230069661901	5.98279971714691	6.43440279794333	6.09323826053645	6.20575801856963
"Cnpy3"	2459	0.989020284586736	7.4583586044363	13.1644468137245	0.00621879473907631	0.072784128707889	"Cnpy3"	8.39545204566806	7.36820519904703	7.70643469552467	7.03469796499506	6.74834181324926	6.72409918905502
"Cnpy4"	1781	0.435724221391129	5.95213729446639	1.69213761815812	0.228017896050754	0.585757352262115	"Cnpy4"	6.73720833749272	5.75415724252247	5.8202688479326	5.88900782611893	5.39240206849028	5.72779972717101
"Cnr1"	10522	0.230919925629776	1.98794045315381	0.0656597201787632	0.803955744843678	0.950652991842335	"Cnr1"	0.119506774151086	3.42649374721089	1.59492776385817	0.506691456696839	1.63150289162448	2.24242149422917
"Cnr2"	4337	0.0226031721526387	4.95208878396499	0.00216577122097958	0.963973835487538	0.99075242665475	"Cnr2"	4.4934296221365	4.86053536643824	5.43563632848088	5.07962674434844	5.05799359297009	4.56785795929942
"Cnst"	4711	-2.18916690204651	5.31810824162224	16.9328188251178	0.00306227026232997	0.0468294351312178	"Cnst"	4.34112784887308	2.70884124419615	4.2624293218796	6.26264852299952	6.15814522412755	5.49152428051091
"Cntd1"	2228	-0.663403700723702	2.03441251832661	0.725985390713736	0.41791931431151	0.758378283638416	"Cntd1"	1.42185474526492	0.3111378767134	2.18168768654759	1.7543233871587	0.513204974459516	3.52100913722438
"Cntln"	10767	0.0673422884223186	2.85985211616946	0.00897421980225906	0.926758197185832	0.983901722265007	"Cntln"	2.32259914840812	3.52030436734902	2.5361054310367	1.98114417451985	3.34823014176172	2.85758717003695
"Cntn1"	23848	-0.226931063701891	5.53747932652725	0.0984157671232167	0.761422252136821	0.93330281105706	"Cntn1"	2.69209589567447	6.86811439217323	4.2497107544796	2.76976356185974	5.28519559085475	6.50725593024339
"Cntn3"	8236	0.325638579480925	3.13402922347499	0.159725549297352	0.699423486247704	0.910201556564513	"Cntn3"	1.01119140746073	4.01519213300671	3.88871998494416	2.12105745363302	2.98390298656489	2.92431423123941
"Cntn4"	7791	0.228640639007563	4.1910254094805	0.142727713462335	0.714993625583506	0.916888842005985	"Cntn4"	1.71222056296265	5.38172018056427	4.07327659530969	1.51436896543642	4.33227616497471	4.64901545393928
"Cntn5"	18104	-0.396856418935961	3.63136880497693	0.30973729771105	0.59241905066344	0.864689659070852	"Cntn5"	1.42185474526492	3.85637613080574	4.06604016052586	2.51819245260288	4.62972457222044	3.32089963599914
"Cntn6"	4386	0.0324265677955335	3.4668194688209	0.00156255104837416	0.969396034089463	0.992020419098166	"Cntn6"	-0.0685152776128616	4.27049797139679	4.25608405373974	1.1160202236838	3.72159506654476	3.56349686295094
"Cntnap2"	11832	0.0607363517292251	2.51824168958552	0.00704357805509894	0.935089714540718	0.986401009938917	"Cntnap2"	0.962884100147681	3.6365902565803	1.78321262023796	0.772289574453941	3.46636296511524	1.97501535764914
"Cntnap4"	5048	0.402066153196241	1.95138195827677	0.289489279212507	0.604568919830211	0.87082204450763	"Cntnap4"	0.861128136895332	2.70884124419615	2.28502892413508	0.447156127186887	2.05931536535856	2.20712364689374
"Cntnap5a"	11044	-0.681763814341134	3.18514796902858	0.885633320022001	0.373050202953648	0.724023079784092	"Cntnap5a"	0.633169995765945	3.78256824558117	2.9518452800916	2.04277555645211	4.26364537560029	3.04916737760307
"Cntnap5b"	10427	-0.224273259680806	5.15968587350964	0.195998553051283	0.669198876042686	0.898138161797042	"Cntnap5b"	2.96161606837762	6.21565984067311	4.47950642909511	3.00470984606614	5.54478372987507	5.79768872789174
"Cntnap5c"	14262	0.0656508612188159	3.45748015669448	0.00569070812996239	0.94164077865309	0.987514298636383	"Cntnap5c"	1.14710586108236	4.2340425512918	4.08764147482287	2.79386204981346	3.86748039646865	2.68872625355711
